frequency,place,observation_date,modulation,type_signal,radio_service,affiliation,call_sign
152.0000,Москва,25 ноября 2021,NFM,Голос,Сухопутная подвижная,РЖД,"Номер тепловоза, фамилии"
153.8500,Москва,25 ноября 2021,NFM,Голос,Сухопутная подвижная,РЖД,"Номера тепловоза, фамилии"
162.2750,Жабинка,25 ноября 2021,NFM,Голос,Сухопутная подвижная,Электросети,
154.1000,Жабинка,25 ноября 2021,NFM,Голос,Сухопутная подвижная,БелЖД,
167.9000,Жабинка,25 ноября 2021,NFM,Голос,Сухопутная подвижная,Неизвестно,
168.0000,Жабинка,25 ноября 2021,NFM,Голос,Сухопутная подвижная,Электросети,
153.8750,Москва,25 ноября 2021,NFM,Голос,Сухопутная подвижная,РЖД станция Николаевка,Николаевка 1 пост
6.0200,Саратов,24 ноября 2021,АМ,Голос,Радиовещательная,Румыния,Международное Радио Румынии
162.8500,Санкт-Петербург,23 ноября 2021,NFM,DMR,Сухопутная подвижная,Не установлена,Не установлены
3.2350,Иркутск,22 ноября 2021,USB,Голос,Метеорологическая,Иркутский УГМС,"Не разобрал - толи вулкан и номер, толи полкан и номер."
6.1450,Саратов,18 ноября 2021,АМ,Голос,Радиовещательная,Румыния,Международное Радио Румынии
433.6000,Москва,17 ноября 2021,NFM,Голос + CTCSS,иное (см. комментарий),"Репитер т.н. ""Автоканала""",Разные
155.8000,Сергач,14 ноября 2021,NFM,Голос,Сухопутная подвижная,"Железная дорога ст,Сергач",Не установлены
165.6625,Фастов,12 ноября 2021,NFM,Голос,Сухопутная подвижная,МЧС,номерные
6.1050,Саратов,12 ноября 2021,АМ,Голос,Радиовещательная,Alger Chaîne 1,Radio Algeria
438.7000,Казань,10 ноября 2021,NFM,Голос + CTCSS,Любительская,Любительская,Любительские
145.7000,Казань,10 ноября 2021,NFM,Голос + CTCSS,Любительская,Любительская,Любительские
11.6600,Саратов,8 ноября 2021,АМ,Голос,Радиовещательная,Турция,Голос Турции
0.3820,Москва,7 ноября 2021,AM,Morse,Радионавигационная,"NDB аэропорта Ilmajoki, Финляндия (KP21ft)",IJ
424.4250,Фастов,7 ноября 2021,NFM,цифровой,Фиксированная (передача данных),-,Не установлена
435.1250,Ярославль,5 ноября 2021,NFM,Голос + DCS,Сухопутная подвижная,"ООО ""Специализированный застройщик Перспектива""",По именам
15.0900,Саратов,29 октября 2021,АМ,Голос,Радиовещательная,США,"Radio Azadi ""Свободный Афганистан"""
6.1550,Саратов,28 октября 2021,АМ,Голос,Радиовещательная,Республика Корея,KBS World Radio
6.1650,Саратов,27 октября 2021,АМ,Голос,Радиовещательная,Южная Африка,TWR Africa
151.8750,Калужская обл.,27 октября 2021,NFM,Голос,Сухопутная подвижная,"РЖД, станция Горенская",по номерам и именам
9.1250,Саратов,26 октября 2021,USB,Голос,Номерная станция,Служба внешней разведки Украины (СВРУ),S06s YL
9.9520,Саратов,26 октября 2021,USB,Голос,Номерная станция,Служба внешней разведки Украины (СВРУ),S06s YL
6.1900,Саратов,26 октября 2021,USB,Голос,Номерная станция,"Польская внешняя разведка, Agencja Wywiadu, AW","S11a ""Cherta"""
7.1370,Саратов,26 октября 2021,USB,Голос,Номерная станция,"Польская внешняя разведка, Agencja Wywiadu, AW","E11a ""Oblique"""
11.1560,Саратов,26 октября 2021,USB,Голос,Номерная станция,CIS,"E07 ""English Man"""
9.3560,Саратов,26 октября 2021,USB,Голос,Номерная станция,CIS,"E07 ""English Man"""
8.0560,Саратов,26 октября 2021,USB,Голос,Номерная станция,CIS,"E07 ""English Man"""
13.1650,Саратов,26 октября 2021,USB,Голос,Номерная станция,Служба внешней разведки Украины (СВРУ),S06s YL
153.7750,Калужская обл.,25 октября 2021,NFM,Голос,Сухопутная подвижная,"РЖД, станция Ворсино",по номерам и именам
11.4600,Саратов,25 октября 2021,USB,Голос,Номерная станция,Служба внешней разведки Украины (СВРУ),S06s YL
5.9850,Саратов,25 октября 2021,АМ,Голос,Радиовещательная,Япония,Shiokaze
5.9850,Саратов,25 октября 2021,АМ,Голос,Радиовещательная,Япония,NHK World Japan Radio
11.7900,Саратов,25 октября 2021,АМ,Голос,Радиовещательная,Япония,NHK World Japan Radio
13.5900,Саратов,24 октября 2021,AM,Голос,Радиовещательная,США,Sound of Hope
300.2000,Тверь,23 октября 2021,NFM,Голос,Речная подвижная,Тверской речной порт,штормовое предупреждение
437.0625,Москва,22 октября 2021,NFM,Голос + тон + селект. вызов,Любительская,Пираты,"Андрюха, Санчес, Сургут и др."
